"","ID","R","Python","SQL","Tableau","PowerBI","Azure","Excel","Talend","SAS","Spark"
"60","475c67a05e7520daf1f27e4c80aed181",0,0,0,0,0,0,0,0,0,0
"61","fdeeece388d285de074df8c8ad888512",0,0,0,0,0,0,0,0,0,0
"62","502277e3d1f726601c82cb718a50f10a",0,0,1,0,0,0,1,0,0,0
"63","be05133f1453dd1332c63ffc7472b9d7",0,0,0,0,0,0,0,0,0,0
"64","5ae4633ac026036c4789b892a62efabb",1,1,1,0,0,0,1,0,0,0
"65","ab38b79eb7e72ac27c5c137ddaab48c4",0,0,0,0,0,0,1,0,0,0
"66","6aab4c7295cb721e7a95ba02dde21c9c",0,0,0,0,0,0,1,0,0,0
"67","f6a9d984f8a44c8ef85915dd8a94d4be",1,0,0,0,0,0,1,0,0,0
"68","a8d3dfd0bda810af6955fa3794f10917",1,0,0,0,0,0,1,0,0,0
"69","b0cf567a3b9b3559e499e74e1041fe59",0,0,1,1,1,0,0,0,0,0
"70","06e1d481095fb99acd9d4b0de663cee2",0,0,0,0,0,1,1,0,0,0
"71","3e23f5e02061d9953fc788fe6ed00fdb",0,0,0,0,0,1,1,0,0,0
"72","93dfe9750a6969e53657d5e76453787c",1,0,0,0,0,0,1,0,1,0
"73","581073798c5ec21ad1b770a8dd057257",0,0,0,0,0,0,0,0,0,0
"74","322bb901b749650ab0455788eb53bbd7",1,0,0,0,0,0,0,0,0,0
"75","4751a12d22cbb370ceb7636e07c36481",0,1,0,0,0,0,0,0,0,0
"76","094f0c05244b48fcce0d718bc588a1c9",0,1,0,0,0,1,1,0,0,0
"77","7e7c81a8f57786ae33f3f5a4b7a7607b",0,1,0,0,0,0,1,0,0,0
"78","1997b477206f3b4e467a7907c4501500",0,0,0,0,0,0,1,0,0,0
"79","e49e46f910cdc22edd1a091797841406",0,1,1,1,0,0,1,0,0,0
"80","46db606e1bcc61828f4c67dac473ccaf",0,0,0,0,0,1,0,0,0,0
"81","8511669316d71f0e0c31f1b9b9a535a2",0,0,1,0,0,0,1,0,0,0
"82","49c230f2efc3aea87d39843876f648fd",0,0,0,0,0,0,0,0,0,0
"83","134ae682f64af77b1f63959265387b5d",0,0,0,0,0,0,0,0,0,0
"84","8be3b551306543640e1a0d5f46786d5a",0,0,0,0,0,0,0,0,0,0
"85","98ae9b69600065f10cf29ab688232525",1,0,1,1,0,0,1,0,0,0
"86","966d9989916262adaf86b923d759fca8",1,0,1,1,0,0,1,0,0,0
"87","6299b4e34d4e90bbb0c2f4c7cce6cc32",0,0,0,0,0,0,0,0,0,0
"88","c259fcb0c0219383d2623453151eac85",0,1,0,0,0,0,0,0,0,0
"89","692565fc9a1ed53c454ab630fda6fe7a",0,1,0,0,0,0,0,0,0,0
"90","6fbc16ad90c69dc25796f232c98e9b44",0,1,0,0,0,0,0,0,0,0
"91","35a1f25d4d1d964afbb0a84f98c3c172",0,1,0,0,0,0,0,0,0,0
"92","5c4d92b9d121c5fdfe49c359ef793fc8",0,0,0,0,0,0,0,0,0,0
"93","4428b935dfa6c066883cfaaf79095041",0,0,0,0,0,0,0,0,0,0
"94","1d4da6d124231dd569cd3f35ce5a5ba8",0,0,0,0,0,0,0,0,0,0
"95","7e51adafc0251e36b8fe1554958a7bc5",0,0,0,0,0,0,1,0,0,0
"96","6323e418c98895c98c276f1b97b9f259",0,1,0,0,0,0,0,0,0,0
"97","a702cde2ba80837cd44e12c35acb99c7",0,0,1,0,0,0,1,0,0,0
"98","f0fb48749b32ab9910e56f9a8abe00c7",1,0,0,0,0,0,0,0,0,0
"99","8ea3c1ecf44d3f38d428ed7724ccf6f4",1,1,1,0,0,0,1,0,0,0
"100","ca7af5288be3beaf3b9af4ec65a22318",0,0,0,0,0,0,0,0,0,0
"101","5055040f7967d2f38db8de70acff95e2",1,0,1,0,0,0,0,0,0,0
"102","5120a9ddb3fec19af697686cc89be97e",0,0,0,0,0,0,0,0,0,0
"103","52a7a3dc7e052bd0708657e1d57860ef",1,0,0,0,0,0,0,0,0,0
"104","41ee7b6c832837661d2a3dd8554f8330",0,0,0,0,0,0,1,0,0,0
"105","cb98a554463638dc95de6e678466c815",0,1,1,0,0,0,0,0,0,0
"106","baa2832d5d31746a8ccd7cece6dbc133",0,0,0,0,0,0,0,0,0,0
"107","ef2dd50522f2607e7a7b0c6fd762c041",0,1,1,0,0,0,1,0,0,0
"108","9bda2ed5fdeef9ba0750aa37e4ed39cd",1,1,1,0,0,1,1,0,0,0
"109","5321ce52df90c7e71ad29dad0124b648",0,0,0,0,0,0,0,0,1,0
"110","d1e4307010c6928ad9f9762576b2e037",0,0,0,0,0,0,0,0,0,0
"111","0178a1663651ddce8df7c3bf37765efa",0,0,0,0,0,0,1,0,0,0
"112","4ae67add76a8af95a94e8de408b6dd62",0,0,0,0,0,0,1,0,0,0
"113","51d4f05bd42da1695ded69fae0b4e107",0,0,0,0,0,1,1,0,0,0
"114","b07eafebf0109e1ffa7059c000b765bb",0,0,0,0,0,0,1,0,0,0
"115","4af95ea5c76b22a7e3cabaa9d6c6b5c7",0,0,0,0,0,0,1,0,0,0
"116","298de5ce59d41ad06bec0b573fc68bf3",0,0,0,0,0,1,1,0,1,0
"117","d428989ccdc265a2ec5f6a4d69a41348",1,1,1,0,0,1,1,0,0,0
"118","f2e50343dd855497e2bbcd4ffbf6bcf7",0,0,0,0,0,0,1,0,0,0
"119","e95280bf3ab50e4d1a3f1c1150222134",1,1,0,0,0,0,1,0,0,0
"120","98a42cb65b9644f9f958f186d1205c8a",0,1,0,0,0,1,1,0,0,1
"121","6af031d314d62cff630d1d442feb8926",0,1,0,0,0,1,1,0,0,1
"122","467cbc32ccf2ebbc8aee0d0bfe1d117a",0,0,0,0,0,1,0,0,0,0
"123","ad5e08c52e53acc0da0a32afad0ccfa0",1,1,0,0,0,0,1,0,0,0
"124","5c949ad4704f929ff9efeed7fe758522",0,1,0,0,0,0,0,0,0,0
"125","a7e1bc6b61ab7085dbb6a3813309f224",0,0,0,0,0,0,1,0,0,0
"126","56e378cb41a284c5b1f527ff4053a9a3",0,0,0,0,0,1,1,0,0,0
"127","bcf9dd5e8e163fdc1ca7e894eaecd1ec",0,0,0,0,0,1,1,0,0,0
"128","e8d72e9bb51061e3711320d3476fe355",0,0,1,0,0,0,1,0,1,0
"129","636941153e7d7e47c332ed37abc29823",1,0,0,0,0,0,1,0,1,0
"130","d6d4924900de370f97e7614de678a19b",0,1,1,1,0,0,1,0,0,0
"131","9ccfbb63796c3a5ca42c2cbf544e1738",0,0,0,0,1,0,1,0,0,0
"132","a9a20d7d29f5f95dd262f0209a29ee45",0,1,0,0,0,1,1,0,0,0
"133","9da1e32184e2c8bce83f2a43f2f2bdc3",0,1,0,0,0,1,1,0,0,0
"134","de33baaec36b4a363b376386f01b0cb8",0,1,0,0,0,0,1,0,0,0
"135","bb1e152a5ce0362ac077201b2a4626dc",0,0,0,0,0,1,0,0,0,0
"136","7306d0c56d0c59f98cf45d0e252dca5c",0,0,0,0,0,0,1,0,0,0
"137","5e63a9aed16b69db8246a7a3d446eaaf",0,0,0,0,0,0,1,0,0,0
"138","833db470d854f3affcc5ac68b000624f",0,0,0,0,0,0,0,0,0,0
"139","e2929ac47e67136f06f620a496194da7",1,0,1,1,0,0,0,0,0,0
"140","4e9a700f9684c25ab895b9d6d8969cc3",0,0,0,1,0,0,0,0,0,0
"141","60e10019585f9168f0d3efae6aef2149",0,1,0,0,0,0,0,0,0,0
"142","e80d5b04509349e5bda104639965234f",0,1,0,0,0,0,0,0,0,0
"143","6a9401879d6a9fe213ca957a119ae431",0,1,0,0,0,0,0,0,0,0
"144","b66d50facfcf2feecee7b5fdb31d1386",0,1,0,0,0,0,0,0,0,0
"145","20b0d11a06a13a5678d0fbc4cb63e173",0,1,0,0,0,0,0,0,0,0
"146","c60ce727de6c2c51eb01b769a4581c17",0,0,0,0,0,0,0,0,0,0
"147","0801d8481479b82b9680668c0aa2f2fc",0,0,0,0,0,0,0,0,0,0
"148","10f8073c5929b77824284a7bc737f479",0,0,0,0,0,0,1,0,0,0
"149","b953f872bddf2750d63684730140493e",0,0,0,0,0,0,0,0,0,0
"150","a16ad9e87bc51be03882b71a9f8076a0",0,1,0,0,0,1,1,0,0,0
"151","d66ef96c6a9a34cc610a1b8cf6793485",0,1,1,0,0,1,0,0,0,0
"152","19f44ea69cfb316f3fa5061951486959",1,1,1,0,0,0,0,0,0,0
"153","c9cd545cf2bec9f39b7a33ad9aa2076c",0,0,0,0,0,0,0,0,0,0
"154","49d6d2eccc98039e0ec234a1fa61e422",1,0,0,0,0,0,0,0,0,0
"155","8c5eaa328251d18eefe5c317e9c18e1e",1,0,1,0,0,1,0,0,1,0
"156","d7ce3e51f2d6fbfed869386aee00628a",0,1,1,0,0,0,0,0,0,0
"157","b2f68705bdd54fc7f8f970ff4b78461e",0,0,0,0,0,0,1,0,0,0
"158","cb4fdafa782108f69d1eef83a860ea42",0,0,1,0,0,0,0,0,0,0
"159","b1d145094032d43d5d18ead8aacae163",0,0,1,0,0,1,1,0,0,0
"160","13af4cbb97186666e9ea86585233807b",0,0,1,0,0,1,1,0,0,0
"161","c3686087965551e0b077ae3c1025170f",0,0,1,0,0,1,1,0,0,0
"162","c5e09898610639d2a4045de211545d3e",0,0,0,0,0,0,1,0,0,0
"163","518415a697ff40eabd0c37e4b2db89cf",0,0,0,0,0,0,0,0,0,0
"164","676655d160404aa055ea2dd39109a7dd",0,0,0,0,0,0,0,0,0,0
"165","8dec509344b1079ca84963d7d1b13b04",0,0,0,0,0,0,0,0,0,0
"166","60076ed1a0d0604b7b166f45598b4d65",0,0,1,0,0,0,0,0,0,0
"167","99bc8e3496c62f7635aa28e3708e0ffb",0,1,1,0,0,0,1,0,0,0
"168","b3052212c6e14d815826c46c0d78f175",1,0,0,0,0,1,1,0,0,0
"169","49d5c1d823a969d738edd0093e2c9a52",0,0,1,0,0,0,1,0,1,0
"170","7f92d2915879e2e25527be1434e6945e",0,0,0,0,0,0,1,0,0,0
"171","b06c06c97a411f56028747bbbfd72d34",0,0,0,0,0,0,1,0,0,0
"172","30821975eed0baa4bcfef0c14c5edd39",0,1,1,0,0,0,0,0,0,0
"173","c20a9ac8eda25d3d3b6079ca4f347660",0,0,0,0,0,0,1,0,0,0
"174","2cf073306b45b4943c58d32b4f9c4aac",0,0,0,0,0,0,0,0,0,0
"175","e37057b4d04755c8159ebc065a9c071d",0,0,0,0,0,0,0,0,0,0
"176","09f451558f43100d6cd34fdfae141123",0,0,1,0,0,1,1,0,0,0
"177","1d008ddbdac3f364bd322b67cfbe9a62",0,0,0,0,0,0,0,0,0,0
"178","066497dc0aeeafd313b46108a8dc7aed",0,0,0,0,0,0,0,0,0,0
"179","a6001c732629e65b14aa305efa65d182",0,0,0,0,0,0,0,0,0,0
"180","7848dae4e332e37a40d5a72494982c79",0,0,0,0,0,0,0,0,0,0
"181","941e7594faed634306c12afdbaa1ee66",0,0,0,0,0,0,0,0,0,0
"182","3d353cad7e42a0eff8b9529fc6c6f9a4",0,0,0,0,0,0,0,0,0,0
"183","27c323179506f576d5a891135fdd9515",0,0,1,0,1,0,0,0,0,0
"184","ff4f8b3bae3570e4b24db5195ac27c08",0,0,1,0,1,0,0,0,0,0
"185","d88c3bfe13c1f86cc0ac249a222d9e06",0,0,0,0,0,1,0,0,0,0
"186","6cbe7530f6399337b4ec200a8de9dc1f",0,0,1,0,0,1,1,0,0,0
"187","cd777257b1510157e329d49728efcf58",1,0,0,0,0,1,0,0,0,0
"188","7ae47e7abc01344fc9b18cdb34a0a9b0",0,0,0,0,0,0,1,0,0,0
"189","0f9c8c3ac7ced2cf99a3beb1154cb569",0,1,0,0,0,0,0,0,0,0
"190","256d21f5fa2773820ec8df4769fa3846",0,1,0,0,0,0,0,0,0,0
"191","f5d35108ed7d68bfa9f363050e761fcf",0,1,0,0,0,0,0,0,0,0
"192","5958e32cbd42454fe1a016520b6806a4",0,1,0,0,0,0,0,0,0,0
"193","01d47c827fff165926f1fa812dec26d8",0,1,0,0,0,0,0,0,0,0
"194","e9cfed861b0462752a698ead0506ec6d",0,1,0,0,0,0,0,0,0,0
"195","a1ff3f0d11d5326bf7bc43dcba14038c",0,0,0,0,0,0,0,0,0,0
"196","524624260d813bb56b52f6a6e706edee",0,0,0,0,0,0,0,0,0,0
"197","37ac664a87b0c38c197864506acb11ef",0,0,1,0,0,1,0,0,0,0
"198","67921503cc22c7585ff1e98b93609d66",0,0,0,0,0,0,1,0,0,0
"199","7f2014135934ddb2e06822293ab70d81",1,1,0,0,0,0,0,0,0,0
"200","359c39cac81d6bd7222c103f8aef1c69",0,0,1,0,0,1,1,0,0,0
"201","0c2eb27f80b0eac2a6e62c244dda5ede",0,0,1,0,0,1,1,0,0,0
"202","16cdeff2dc82f9dc7776cd289248e4fe",0,0,0,0,0,0,0,0,0,0
"203","5fdff0837932d8f7e8fc95be940e9e0a",0,0,0,0,0,0,0,0,0,0
"204","85d960d02b5ba136ed61711033770d39",0,0,0,0,0,0,0,0,0,0
"205","c06d4ef5e78c184da1e296c666861bf4",1,1,1,0,0,0,1,0,0,0
"206","00e16dafa62ecad7026b057c3ee25b72",1,0,1,1,0,0,1,0,1,0
"207","4e4e102f3d84f5cca0ad38ca221c6de2",0,0,0,0,0,0,0,0,0,0
"208","66bdfc34b928bbdc5380f003151d8ecd",0,0,0,0,0,0,0,0,0,0
"209","8970493bfce934cde0195be189a2bcb1",0,0,0,0,0,0,1,0,0,0
"210","ed9a93b0816609115cef5cff8f3e2d91",0,0,1,0,0,1,0,0,0,0
"211","5ab983f3c78b3159b25de5147ed85d8a",0,0,0,0,0,0,0,0,0,0
"212","8b206365776cb95a3d4b53c902784a4b",0,0,1,0,0,1,1,0,0,0
"213","51353c50bbce05ecfeeae8bde7a1f3a9",0,0,0,0,0,0,1,0,0,0
"214","ad6c5f44cb5a333ce6b19dd1f1163da1",0,0,0,0,0,0,0,0,0,0
"215","7e14f12192625a5b0f23ae6f05ad9520",0,0,0,0,0,0,0,0,0,0
"216","0649033350a388ab3bbae44b1f1fd771",0,0,0,0,0,0,0,0,0,0
"217","90a6920421e21a4feac790a7588f653b",0,0,1,0,0,0,0,0,0,0
"218","6753930c9f0c6e3b5d013fcbc4367434",0,0,0,0,0,0,0,0,0,0
"219","710e2cff9a83f85c318e6b56b2fa5acb",0,0,1,0,0,0,1,0,1,0
"220","f4a412831b7c8f07fb4cef7491fa2439",0,0,0,0,0,0,0,0,0,0
"221","8750811b7c2665e0a5d606f11e35b4cf",0,0,0,0,0,0,0,0,0,0
"222","789f80811af6c17d7713ac7ad872f025",0,0,1,0,0,0,1,0,0,0
"223","5a21b25180d8b0d14109ed298a2da26d",0,0,1,0,0,0,0,0,1,0
"224","8ec1e2dbbe0a4bb4f233949e4e4126b4",0,0,1,0,0,0,0,0,1,0
"225","e4ed59b14dae0e2c4a56ff1e82d1d947",0,0,0,0,0,0,1,0,0,0
"226","7ee56aac780e2c658a6f738b8141bcb8",0,0,1,0,0,0,1,0,0,0
"227","308cab901db32808cd0d42585f360ab1",0,0,0,0,0,0,0,0,0,0
"228","eada50996cea3fbff97ec93d9e117db6",0,0,0,0,0,0,0,0,0,0
"229","d61790f5375d8b3dfa983bc8e626ecdc",0,1,0,0,0,1,1,0,0,0
"230","d6faa265ba7b629f2bb20bc40b46ccdf",0,0,1,0,0,1,0,0,0,0
"231","0604a65931687946a03d64aab0f2bbf4",0,0,1,0,0,1,0,0,0,0
"232","2ca7cf1b0f126e9316ca9767b12555c0",0,0,1,1,0,0,1,0,0,0
"233","b975b89de2e0350e2c0c9f79584f15eb",1,1,0,0,0,0,1,0,1,0
"234","77967f6a15e0826f888707a4c193c2f6",0,0,0,0,0,0,0,0,0,0
"235","1e127a01db70a6598cb766ca6bec4b93",0,0,0,0,0,0,0,0,0,0
"236","d571457749e9b4ca1ed742d42486f516",0,0,0,0,0,0,0,0,0,0
"237","6605fda8c1267c2b0ba1926bffaa5fac",0,0,0,0,0,0,1,0,0,0
"238","50ad3005e68a0ec6c43371bf3960abd0",0,0,1,0,0,0,1,0,0,0
"239","3a7c047ff6e3c8a567e4387478c14b16",1,0,0,0,0,0,0,0,0,0
"240","45d937676637246298d669abee35bdc5",0,0,0,0,0,0,1,0,0,0
"241","729e1e29c005c2eca847420884b5ffa0",0,0,1,0,0,1,0,0,0,0
"242","eb196bfcc563fabf3ed96fcb8c04cfdd",0,0,0,0,0,1,0,0,0,0
"243","c7d7d38275331b1c41ab8eea2fd68110",1,0,0,0,0,0,0,0,0,0
"244","ef928310b6ee36e930e7879267225752",0,0,0,0,0,0,1,0,0,0
"245","290e5c2453e40439bb17f38923403c9b",0,0,0,0,0,0,1,0,0,0
"246","fd05ce9d693fb7a3c8b7b445f7bd3b4f",0,0,0,0,0,0,1,0,0,0
"247","3f2b4bd1fec8f78d82812f813df5fdd4",0,1,1,0,0,0,0,0,0,0
"248","efb4925532dded5d77c9139ae5c0011d",0,0,0,0,0,0,1,0,0,0
"249","ee9ebcc9815457b5a9bede46f0fc5e46",0,1,1,0,0,0,0,0,0,0
"250","9c7aad827b9bdf7e109a8616ef8087ac",0,0,1,1,1,0,1,0,0,0
"251","0e000870f456bd206637c237a589fcd0",0,0,0,0,0,0,0,0,0,0
"252","267dec4deb0ff137d6aaeb4a34b3548d",0,0,1,0,0,0,0,0,0,0
"253","106030b6b89459989257d3df7c222891",1,1,0,0,0,0,1,0,0,1
"254","6ea31541c2ce6f894e04f3220bacf952",0,0,1,0,0,0,1,0,1,0
"255","f2c042b93c2aa33e342bf9ac0666020d",0,0,1,0,0,0,0,0,0,0
"256","c22cc37bd6338d8c0731eb1fa8b3ebe2",0,0,0,0,0,0,1,0,0,0
"257","4063572a6d01479592dd0baf2d782ded",0,0,0,0,0,0,1,0,0,0
"258","4252cef2516bba0d4e8d61f647596b36",0,0,0,0,0,0,0,0,0,0
"259","48f23208739e617031a8a0b37a16acf2",0,0,0,0,0,0,0,0,0,0
"260","eaa9069a3835db3c89a874fe3a9f293c",0,0,0,0,0,1,1,0,0,0
"261","be352cf37405a4f1b6719ea899427043",0,0,0,0,0,1,1,0,1,0
"262","b3a0235f4c8d61f0387a37b7d2a65920",0,0,1,0,0,1,1,0,0,0
"263","7d2043edc0b8d1ae5594981a3b0d30c3",0,0,0,0,0,0,1,0,0,0
"264","5f348ac18e86ab213db880582a4e947f",0,0,0,0,0,0,1,0,0,0
"265","3618dc93339bd27825cf836c6e0a657e",0,0,0,0,0,0,0,0,0,0
"266","ecd91a220581a6d77f395ba7dfe3df8a",0,0,0,0,0,0,1,0,0,0
"267","36c9b873c46be894fa47141f62743e59",0,1,0,0,0,0,0,0,0,0
"268","f67e8742b5e9816f360e92a76bffb8b2",0,0,0,0,0,0,0,0,0,0
"269","df4a9480d843322a0daeea10cb7c0992",0,0,0,0,0,0,0,0,0,0
"270","7f8a941d4eff8484e122e0b6764b638a",0,0,0,0,0,0,0,0,0,0
"271","e33ee42747b47b16c0defc7fa643727d",0,0,0,0,0,0,0,0,0,0
"272","2e1e9ac875cbd437dc3933daccd64cb7",0,0,0,0,0,0,0,0,0,0
"273","d89e0882f795333bd92367bbc732c3c8",1,0,0,0,0,0,0,0,0,0
"274","63a69ec64daa9048a21b35d92f9eb5f0",0,0,1,0,0,0,1,0,0,0
"275","f02d8cdf1e63c8cbbf536524c6c03e02",0,0,1,0,0,0,1,0,0,0
"276","e6785571ca90aa2786d036a2857ea2ee",0,1,1,0,0,0,0,0,0,0
"277","2ee4dd864782c453d70539d7e97ac8a9",0,0,0,0,0,0,1,0,0,0
"278","a03b41f4ffe3403135c470f0048da3af",0,0,1,1,0,0,1,0,0,0
"279","9a3999c211d54a868446b7c35344e11b",0,0,1,1,0,0,1,0,0,0
"280","a4e03b17bcb5c28e53923d34b96487c5",0,0,0,0,0,0,0,0,0,0
"281","4e95875044e6c438ee770fd37d7ce27f",1,0,0,0,0,0,0,0,0,0
"282","ba4fd326c64b85697c467dc6e2be4e8d",1,0,1,1,0,0,1,0,0,0
"283","28a01257125a75883142904a43ec8767",1,0,0,0,0,0,0,0,0,0
"284","1e7a708e4e20f63c5e9ffe763fde3923",0,1,1,1,0,0,0,0,0,0
"285","b2c4b7b8ba85f9966b1f763f1fc302a6",0,0,0,0,0,0,0,0,0,0
"286","d6d5dde528fabf23a0809da979406e17",0,0,0,0,0,0,0,0,0,0
"287","570e1be956602332847b2a7ee495ce58",1,0,0,0,0,0,1,0,1,0
"288","7e188cb6408151dc5745b8810676e02f",0,0,0,0,0,0,1,0,0,0
"289","c9d3b7d34b56ee144bc7a9922a058ab3",0,0,1,0,0,0,1,0,0,0
"290","c95ee4ebd9e92ac59cfd3f251dede1ee",0,0,0,0,0,0,0,0,0,0
"291","61c84095dbdf7509d2c6b38fa7970e1c",0,1,0,0,0,0,1,0,0,0
"292","6944c86cd62e0dd94d6835b60fea4e55",0,0,0,0,0,0,0,0,0,0
"293","8a0612394dfd723b8cb7d17ec2dcbba0",0,0,0,0,0,0,0,0,0,0
"294","8f5c9486dcd6ba7ad9542fb863eafc19",1,1,1,0,0,1,0,0,0,0
"295","a42fabe770aa668f6a5a7cff2b668c61",0,0,0,0,0,0,0,0,0,0
"296","e49a6208d40cc063f60e6b75292b7da8",0,0,0,0,0,0,0,0,0,0
"297","02792f3dbef76aa6875c3c270c80ec8f",0,0,0,0,0,0,0,0,0,0
"298","85e3ce8f6a29e98f811b53a2416c88f1",0,0,0,0,0,0,0,0,0,0
"299","75b49b2da7827c8564abefa965eb433e",1,0,0,0,0,0,1,0,0,1
"300","9b88c724ede11c925c8de5cce3d8da41",0,0,0,0,0,1,0,0,0,0
"301","ce786ab202ccc18d4f55732e95512e5e",0,1,0,0,0,1,0,0,0,0
"302","7db4059ab5e1cd078a020cf626d432e6",0,0,0,0,0,0,1,0,0,0
"303","ebde1f21d1a85bf48035ce7045b1c278",1,0,0,0,0,0,0,0,0,0
"304","8236c6fe146e1c6a7a4b91809b6136c5",0,0,0,0,0,0,1,0,0,0
"305","4b15ca8f20baafceee81b8765ffb6646",0,0,1,1,1,0,1,0,0,0
"306","a9bf2c14cd00e9c1ef0799ec807d71e8",0,0,0,0,0,0,1,0,0,0
